episode_date,episode_number,rating,rel_link,season_num,show,title,votes,formatted_date,formatted_votes
17 Nov. 2017,1,8.7,/title/tt5690490/,1,The Punisher,3 AM,"(6,231)",2017-11-17,6231
17 Nov. 2017,2,8.3,/title/tt5690496/,1,The Punisher,Two Dead Men,"(5,296)",2017-11-17,5296
17 Nov. 2017,3,8.5,/title/tt5690500/,1,The Punisher,Kandahar,"(5,071)",2017-11-17,5071
17 Nov. 2017,4,8.5,/title/tt5690506/,1,The Punisher,Resupply,"(4,780)",2017-11-17,4780
17 Nov. 2017,5,8.7,/title/tt5690514/,1,The Punisher,Gunner,"(4,771)",2017-11-17,4771
17 Nov. 2017,6,8.4,/title/tt5690526/,1,The Punisher,The Judas Goat,"(4,556)",2017-11-17,4556
17 Nov. 2017,7,8.8,/title/tt5690528/,1,The Punisher,Crosshairs,"(4,565)",2017-11-17,4565
17 Nov. 2017,8,8.9,/title/tt5690534/,1,The Punisher,Cold Steel,"(4,638)",2017-11-17,4638
17 Nov. 2017,9,9.0,/title/tt5690538/,1,The Punisher,Front Toward Enemy,"(4,705)",2017-11-17,4705
17 Nov. 2017,10,9.2,/title/tt5690544/,1,The Punisher,Virtue of the Vicious,"(5,396)",2017-11-17,5396
17 Nov. 2017,11,9.3,/title/tt5690548/,1,The Punisher,Danger Close,"(5,699)",2017-11-17,5699
17 Nov. 2017,12,9.5,/title/tt5690552/,1,The Punisher,Home,"(7,128)",2017-11-17,7128
17 Nov. 2017,13,9.2,/title/tt5690560/,1,The Punisher,Memento Mori,"(5,734)",2017-11-17,5734
18 Jan. 2019,1,9.0,/title/tt7746006/,2,The Punisher,Roadhouse Blues,"(3,812)",2019-01-18,3812
18 Jan. 2019,2,8.4,/title/tt8050238/,2,The Punisher,Fight or Flight,"(2,830)",2019-01-18,2830
18 Jan. 2019,3,9.0,/title/tt8230684/,2,The Punisher,Trouble the Water,"(2,949)",2019-01-18,2949
18 Jan. 2019,4,8.0,/title/tt8762254/,2,The Punisher,Scar Tissue,"(2,515)",2019-01-18,2515
18 Jan. 2019,5,8.5,/title/tt8709448/,2,The Punisher,One-Eyed Jacks,"(2,402)",2019-01-18,2402
18 Jan. 2019,6,8.2,/title/tt8762262/,2,The Punisher,Nakazat,"(2,303)",2019-01-18,2303
18 Jan. 2019,7,8.6,/title/tt8762270/,2,The Punisher,One Bad Day,"(2,267)",2019-01-18,2267
18 Jan. 2019,8,8.4,/title/tt8581084/,2,The Punisher,My Brother's Keeper,"(2,223)",2019-01-18,2223
18 Jan. 2019,9,8.4,/title/tt8390538/,2,The Punisher,Flustercluck,"(2,165)",2019-01-18,2165
18 Jan. 2019,10,8.9,/title/tt8639358/,2,The Punisher,The Dark Hearts of Men,"(2,380)",2019-01-18,2380
18 Jan. 2019,11,8.6,/title/tt8737922/,2,The Punisher,The Abyss,"(2,151)",2019-01-18,2151
18 Jan. 2019,12,9.0,/title/tt8737924/,2,The Punisher,Collision Course,"(2,292)",2019-01-18,2292
18 Jan. 2019,13,9.2,/title/tt8737926/,2,The Punisher,The Whirlwind,"(2,885)",2019-01-18,2885
9 Apr. 2009,1,7.1,/title/tt1363447/,1,Parks and Recreation,Pilot,"(2,052)",2009-04-09,2052
16 Apr. 2009,2,7.2,/title/tt1366779/,1,Parks and Recreation,Canvassing,"(1,750)",2009-04-16,1750
23 Apr. 2009,3,7.3,/title/tt1366780/,1,Parks and Recreation,The Reporter,"(1,624)",2009-04-23,1624
30 Apr. 2009,4,7.5,/title/tt1366781/,1,Parks and Recreation,Boys' Club,"(1,584)",2009-04-30,1584
7 May 2009,5,7.3,/title/tt1366782/,1,Parks and Recreation,The Banquet,"(1,515)",2009-05-07,1515
14 May 2009,6,7.8,/title/tt1366783/,1,Parks and Recreation,Rock Show,"(1,556)",2009-05-14,1556
17 Sep. 2009,1,8.1,/title/tt1467703/,2,Parks and Recreation,Pawnee Zoo,"(1,602)",2009-09-17,1602
24 Sep. 2009,2,8.2,/title/tt1490874/,2,Parks and Recreation,The Stakeout,"(1,527)",2009-09-24,1527
1 Oct. 2009,3,7.9,/title/tt1490293/,2,Parks and Recreation,Beauty Pageant,"(1,477)",2009-10-01,1477
8 Oct. 2009,4,8.4,/title/tt1504600/,2,Parks and Recreation,Practice Date,"(1,510)",2009-10-08,1510
15 Oct. 2009,5,7.8,/title/tt1504148/,2,Parks and Recreation,Sister City,"(1,569)",2009-10-15,1569
22 Oct. 2009,6,7.8,/title/tt1509675/,2,Parks and Recreation,Kaboom,"(1,398)",2009-10-22,1398
29 Oct. 2009,7,8.4,/title/tt1523800/,2,Parks and Recreation,Greg Pikitis,"(1,543)",2009-10-29,1543
5 Nov. 2009,8,8.5,/title/tt1531526/,2,Parks and Recreation,Ron and Tammy,"(1,531)",2009-11-05,1531
12 Nov. 2009,9,8.0,/title/tt1536813/,2,Parks and Recreation,The Camel,"(1,396)",2009-11-12,1396
19 Nov. 2009,10,8.8,/title/tt1539432/,2,Parks and Recreation,Hunting Trip,"(1,695)",2009-11-19,1695
3 Dec. 2009,11,8.0,/title/tt1541365/,2,Parks and Recreation,Tom's Divorce,"(1,367)",2009-12-03,1367
10 Dec. 2009,12,8.1,/title/tt1545370/,2,Parks and Recreation,Christmas Scandal,"(1,363)",2009-12-10,1363
14 Jan. 2010,13,8.2,/title/tt1559848/,2,Parks and Recreation,The Set Up,"(1,373)",2010-01-14,1373
21 Jan. 2010,14,8.1,/title/tt1559849/,2,Parks and Recreation,Leslie's House,"(1,339)",2010-01-21,1339
4 Feb. 2010,15,8.1,/title/tt1559850/,2,Parks and Recreation,Sweetums,"(1,340)",2010-02-04,1340
11 Feb. 2010,16,7.8,/title/tt1559851/,2,Parks and Recreation,Galentine's Day,"(1,334)",2010-02-11,1334
4 Mar. 2010,17,8.1,/title/tt1559852/,2,Parks and Recreation,Woman of the Year,"(1,309)",2010-03-04,1309
11 Mar. 2010,18,8.2,/title/tt1559853/,2,Parks and Recreation,The Possum,"(1,317)",2010-03-11,1317
18 Mar. 2010,19,8.3,/title/tt1559854/,2,Parks and Recreation,Park Safety,"(1,361)",2010-03-18,1361
25 Mar. 2010,20,8.1,/title/tt1559855/,2,Parks and Recreation,Summer Catalog,"(1,294)",2010-03-25,1294
29 Apr. 2010,21,8.6,/title/tt1559856/,2,Parks and Recreation,94 Meetings,"(1,400)",2010-04-29,1400
6 May 2010,22,8.5,/title/tt1559857/,2,Parks and Recreation,Telethon,"(1,355)",2010-05-06,1355
13 May 2010,23,8.6,/title/tt1587572/,2,Parks and Recreation,The Master Plan,"(1,382)",2010-05-13,1382
20 May 2010,24,8.7,/title/tt1587573/,2,Parks and Recreation,Freddy Spaghetti,"(1,391)",2010-05-20,1391
20 Jan. 2011,1,8.4,/title/tt1636224/,3,Parks and Recreation,Go Big or Go Home,"(1,358)",2011-01-20,1358
27 Jan. 2011,2,9.0,/title/tt1636235/,3,Parks and Recreation,Flu Season,"(1,714)",2011-01-27,1714
3 Feb. 2011,3,8.2,/title/tt1636239/,3,Parks and Recreation,Time Capsule,"(1,325)",2011-02-03,1325
10 Feb. 2011,4,8.6,/title/tt1636240/,3,Parks and Recreation,Ron & Tammy: Part Two,"(1,407)",2011-02-10,1407
17 Feb. 2011,5,8.2,/title/tt1636241/,3,Parks and Recreation,Media Blitz,"(1,297)",2011-02-17,1297
24 Feb. 2011,6,8.2,/title/tt1636242/,3,Parks and Recreation,Indianapolis,"(1,293)",2011-02-24,1293
17 Mar. 2011,7,8.8,/title/tt1636243/,3,Parks and Recreation,Harvest Festival,"(1,433)",2011-03-17,1433
24 Mar. 2011,8,8.2,/title/tt1636244/,3,Parks and Recreation,Camping,"(1,302)",2011-03-24,1302
14 Apr. 2011,9,9.1,/title/tt1636245/,3,Parks and Recreation,Fancy Party,"(1,658)",2011-04-14,1658
21 Apr. 2011,10,8.6,/title/tt1636225/,3,Parks and Recreation,Soulmates,"(1,368)",2011-04-21,1368
28 Apr. 2011,11,8.8,/title/tt1636226/,3,Parks and Recreation,Jerry's Painting,"(1,383)",2011-04-28,1383
5 May 2011,12,8.4,/title/tt1636227/,3,Parks and Recreation,Eagleton,"(1,297)",2011-05-05,1297
12 May 2011,13,8.9,/title/tt1636228/,3,Parks and Recreation,The Fight,"(1,624)",2011-05-12,1624
12 May 2011,14,8.6,/title/tt1636229/,3,Parks and Recreation,Road Trip,"(1,341)",2011-05-12,1341
19 May 2011,15,8.3,/title/tt1636230/,3,Parks and Recreation,The Bubble,"(1,254)",2011-05-19,1254
19 May 2011,16,8.9,/title/tt1636231/,3,Parks and Recreation,Li'l Sebastian,"(1,457)",2011-05-19,1457
22 Sep. 2011,1,8.3,/title/tt1986601/,4,Parks and Recreation,I'm Leslie Knope,"(1,291)",2011-09-22,1291
29 Sep. 2011,2,8.8,/title/tt2015058/,4,Parks and Recreation,Ron and Tammys,"(1,389)",2011-09-29,1389
6 Oct. 2011,3,8.3,/title/tt2040001/,4,Parks and Recreation,Born and Raised,"(1,238)",2011-10-06,1238
13 Oct. 2011,4,8.4,/title/tt2041051/,4,Parks and Recreation,Pawnee Rangers,"(1,361)",2011-10-13,1361
27 Oct. 2011,5,7.9,/title/tt2087381/,4,Parks and Recreation,Meet 'N' Greet,"(1,196)",2011-10-27,1196
3 Nov. 2011,6,8.6,/title/tt2088449/,4,Parks and Recreation,End of the World,"(1,360)",2011-11-03,1360
10 Nov. 2011,7,8.2,/title/tt2089306/,4,Parks and Recreation,The Treaty,"(1,248)",2011-11-10,1248
17 Nov. 2011,8,8.2,/title/tt2095350/,4,Parks and Recreation,Smallest Park,"(1,224)",2011-11-17,1224
1 Dec. 2011,9,8.6,/title/tt2108220/,4,Parks and Recreation,The Trial of Leslie Knope,"(1,239)",2011-12-01,1239
8 Dec. 2011,10,8.6,/title/tt2113422/,4,Parks and Recreation,Citizen Knope,"(1,235)",2011-12-08,1235
12 Jan. 2012,11,8.6,/title/tt2143605/,4,Parks and Recreation,The Comeback Kid,"(1,352)",2012-01-12,1352
19 Jan. 2012,12,8.5,/title/tt2156103/,4,Parks and Recreation,Campaign Ad,"(1,196)",2012-01-19,1196
26 Jan. 2012,13,8.8,/title/tt2164475/,4,Parks and Recreation,Bowling for Votes,"(1,266)",2012-01-26,1266
2 Feb. 2012,14,8.4,/title/tt2183551/,4,Parks and Recreation,Operation Ann,"(1,175)",2012-02-02,1175
16 Feb. 2012,15,8.1,/title/tt2201899/,4,Parks and Recreation,Dave Returns,"(1,135)",2012-02-16,1135
23 Feb. 2012,16,7.9,/title/tt2213145/,4,Parks and Recreation,Sweet Sixteen,"(1,107)",2012-02-23,1107
1 Mar. 2012,17,8.1,/title/tt2230337/,4,Parks and Recreation,Campaign Shake-Up,"(1,095)",2012-03-01,1095
8 Mar. 2012,18,8.1,/title/tt2235069/,4,Parks and Recreation,Lucky,"(1,117)",2012-03-08,1117
19 Apr. 2012,19,8.1,/title/tt2235067/,4,Parks and Recreation,Live Ammo,"(1,106)",2012-04-19,1106
24 Apr. 2012,20,8.9,/title/tt2235071/,4,Parks and Recreation,The Debate,"(1,312)",2012-04-24,1312
1 May 2012,21,8.4,/title/tt2235065/,4,Parks and Recreation,Bus Tour,"(1,161)",2012-05-01,1161
8 May 2012,22,9.1,/title/tt2235063/,4,Parks and Recreation,"Win, Lose or Draw","(1,391)",2012-05-08,1391
20 Sep. 2012,1,8.1,/title/tt2337844/,5,Parks and Recreation,Ms. Knope Goes to Washington,"(1,156)",2012-09-20,1156
27 Sep. 2012,2,8.1,/title/tt2372202/,5,Parks and Recreation,Soda Tax,"(1,125)",2012-09-27,1125
4 Oct. 2012,3,8.2,/title/tt2387570/,5,Parks and Recreation,How a Bill Becomes a Law,"(1,120)",2012-10-04,1120
18 Oct. 2012,4,8.3,/title/tt2368492/,5,Parks and Recreation,Sex Education,"(1,139)",2012-10-18,1139
25 Oct. 2012,5,8.8,/title/tt2414120/,5,Parks and Recreation,Halloween Surprise,"(1,299)",2012-10-25,1299
8 Nov. 2012,6,8.0,/title/tt2414122/,5,Parks and Recreation,Ben's Parents,"(1,098)",2012-11-08,1098
15 Nov. 2012,7,8.0,/title/tt2415146/,5,Parks and Recreation,Leslie vs. April,"(1,071)",2012-11-15,1071
29 Nov. 2012,8,8.0,/title/tt2459040/,5,Parks and Recreation,Pawnee Commons,"(1,088)",2012-11-29,1088
6 Dec. 2012,9,9.0,/title/tt2466936/,5,Parks and Recreation,Ron and Diane,"(1,367)",2012-12-06,1367
17 Jan. 2013,10,8.9,/title/tt2629728/,5,Parks and Recreation,Two Parties,"(1,340)",2013-01-17,1340
24 Jan. 2013,11,8.3,/title/tt2570016/,5,Parks and Recreation,Women in Garbage,"(1,095)",2013-01-24,1095
7 Feb. 2013,12,7.9,/title/tt2639376/,5,Parks and Recreation,Ann's Decision,"(1,053)",2013-02-07,1053
14 Feb. 2013,13,8.7,/title/tt2658686/,5,Parks and Recreation,Emergency Response,"(1,118)",2013-02-14,1118
21 Feb. 2013,14,9.3,/title/tt2699702/,5,Parks and Recreation,Leslie and Ben,"(1,588)",2013-02-21,1588
21 Feb. 2013,15,8.1,/title/tt2629240/,5,Parks and Recreation,Correspondents' Lunch,"(1,015)",2013-02-21,1015
14 Mar. 2013,16,8.3,/title/tt2649404/,5,Parks and Recreation,Bailout,"(1,054)",2013-03-14,1054
4 Apr. 2013,17,7.8,/title/tt2747032/,5,Parks and Recreation,Partridge,"(1,011)",2013-04-04,1011
11 Apr. 2013,18,8.5,/title/tt2747036/,5,Parks and Recreation,Animal Control,"(1,052)",2013-04-11,1052
18 Apr. 2013,19,8.2,/title/tt2747038/,5,Parks and Recreation,Article Two,"(1,027)",2013-04-18,1027
18 Apr. 2013,20,8.3,/title/tt2795868/,5,Parks and Recreation,Jerry's Retirement,"(1,018)",2013-04-18,1018
25 Apr. 2013,21,7.8,/title/tt2795870/,5,Parks and Recreation,Swing Vote,(977),2013-04-25,977
2 May 2013,22,8.5,/title/tt2759004/,5,Parks and Recreation,Are You Better Off?,"(1,038)",2013-05-02,1038
26 Sep. 2013,1,8.7,/title/tt2909126/,6,Parks and Recreation,London: Part 1,"(1,225)",2013-09-26,1225
26 Sep. 2013,2,8.8,/title/tt3334072/,6,Parks and Recreation,London: Part 2,"(1,051)",2013-09-26,1051
3 Oct. 2013,3,7.9,/title/tt3186496/,6,Parks and Recreation,The Pawnee-Eagleton Tip Off Classic,"(1,020)",2013-10-03,1020
10 Oct. 2013,4,8.2,/title/tt3205444/,6,Parks and Recreation,Doppelgängers,"(1,066)",2013-10-10,1066
17 Oct. 2013,5,8.0,/title/tt3248698/,6,Parks and Recreation,Gin It Up!,(993),2013-10-17,993
14 Nov. 2013,6,8.2,/title/tt3189126/,6,Parks and Recreation,Filibuster,"(1,004)",2013-11-14,1004
14 Nov. 2013,7,7.8,/title/tt3261934/,6,Parks and Recreation,Recall Vote,(968),2013-11-14,968
21 Nov. 2013,8,7.9,/title/tt3197812/,6,Parks and Recreation,Fluoride,"(1,009)",2013-11-21,1009
21 Nov. 2013,9,8.4,/title/tt3305414/,6,Parks and Recreation,The Cones of Dunshire,"(1,019)",2013-11-21,1019
9 Jan. 2014,10,7.8,/title/tt3371312/,6,Parks and Recreation,Second Chunce,(980),2014-01-09,980
16 Jan. 2014,11,7.8,/title/tt3429722/,6,Parks and Recreation,New Beginnings,(945),2014-01-16,945
23 Jan. 2014,12,7.8,/title/tt3442160/,6,Parks and Recreation,Farmers Market,(979),2014-01-23,979
30 Jan. 2014,13,9.0,/title/tt3460878/,6,Parks and Recreation,Ann and Chris,"(1,294)",2014-01-30,1294
27 Feb. 2014,14,8.1,/title/tt3511740/,6,Parks and Recreation,Anniversaries,(972),2014-02-27,972
6 Mar. 2014,15,7.9,/title/tt3479254/,6,Parks and Recreation,The Wall,(934),2014-03-06,934
13 Mar. 2014,16,7.7,/title/tt3547114/,6,Parks and Recreation,New Slogan,(930),2014-03-13,930
20 Mar. 2014,17,7.9,/title/tt3571458/,6,Parks and Recreation,Galentine's Day,(919),2014-03-20,919
3 Apr. 2014,18,7.9,/title/tt3559602/,6,Parks and Recreation,Prom,(941),2014-04-03,941
10 Apr. 2014,19,8.5,/title/tt3561964/,6,Parks and Recreation,Flu Season 2,"(1,016)",2014-04-10,1016
17 Apr. 2014,20,8.4,/title/tt3575408/,6,Parks and Recreation,"One in 8,000",(933),2014-04-17,933
24 Apr. 2014,21,9.0,/title/tt3575412/,6,Parks and Recreation,Moving Up: Part 1,"(1,268)",2014-04-24,1268
24 Apr. 2014,22,9.4,/title/tt3575414/,6,Parks and Recreation,Moving Up: Part 2,"(1,637)",2014-04-24,1637
13 Jan. 2015,1,7.9,/title/tt3609484/,7,Parks and Recreation,2017,"(1,183)",2015-01-13,1183
13 Jan. 2015,2,8.4,/title/tt3784118/,7,Parks and Recreation,Ron & Jammy,"(1,113)",2015-01-13,1113
20 Jan. 2015,3,7.7,/title/tt3784616/,7,Parks and Recreation,William Henry Harrison,"(1,024)",2015-01-20,1024
20 Jan. 2015,4,9.6,/title/tt3784778/,7,Parks and Recreation,Leslie and Ron,"(2,397)",2015-01-20,2397
27 Jan. 2015,5,8.4,/title/tt3785430/,7,Parks and Recreation,Gryzzlbox,"(1,007)",2015-01-27,1007
27 Jan. 2015,6,8.3,/title/tt3785530/,7,Parks and Recreation,Save JJ's,(981),2015-01-27,981
3 Feb. 2015,7,8.6,/title/tt3785532/,7,Parks and Recreation,Donna and Joe,"(1,033)",2015-02-03,1033
3 Feb. 2015,8,8.2,/title/tt3785534/,7,Parks and Recreation,Ms. Ludgate-Dwyer Goes to Washington,(996),2015-02-03,996
10 Feb. 2015,9,8.6,/title/tt3785432/,7,Parks and Recreation,Pie-Mary,"(1,046)",2015-02-10,1046
10 Feb. 2015,10,8.6,/title/tt3784782/,7,Parks and Recreation,The Johnny Karate Super Awesome Musical Explosion Show,"(1,396)",2015-02-10,1396
17 Feb. 2015,11,8.7,/title/tt3784620/,7,Parks and Recreation,Two Funerals,"(1,038)",2015-02-17,1038
24 Feb. 2015,12,9.6,/title/tt3784126/,7,Parks and Recreation,One Last Ride,"(2,356)",2015-02-24,2356
24 Feb. 2015,13,9.7,/title/tt3748226/,7,Parks and Recreation,One Last Ride,"(2,952)",2015-02-24,2952
3 Sep. 2008,1,8.2,/title/tt1284388/,1,Sons of Anarchy,Pilot,"(2,699)",2008-09-03,2699
10 Sep. 2008,2,8.0,/title/tt1259489/,1,Sons of Anarchy,Seeds,"(2,037)",2008-09-10,2037
17 Sep. 2008,3,8.2,/title/tt1261700/,1,Sons of Anarchy,Fun Town,"(1,922)",2008-09-17,1922
24 Sep. 2008,4,8.2,/title/tt1261701/,1,Sons of Anarchy,Patch Over,"(1,823)",2008-09-24,1823
1 Oct. 2008,5,8.4,/title/tt1261702/,1,Sons of Anarchy,Giving Back,"(1,788)",2008-10-01,1788
