episode_date,episode_number,rating,rel_link,season_num,show,title,votes
10 Oct. 1996,4,7.1,/title/tt1168312/,1,Dragon Ball Z,Goku's Unusual Journey,(368)
11 Oct. 1996,5,6.9,/title/tt1168309/,1,Dragon Ball Z,Gohan's Metamorphosis,(353)
18 Oct. 1996,6,6.8,/title/tt1168308/,1,Dragon Ball Z,Gohan Makes a Friend,(364)
25 Oct. 1996,7,6.3,/title/tt1168339/,1,Dragon Ball Z,Trouble on Arlia,(360)
1 Nov. 1996,8,6.2,/title/tt1168314/,1,Dragon Ball Z,Home for Infinite Losers,(351)
8 Nov. 1996,9,6.3,/title/tt1168320/,1,Dragon Ball Z,Princess Snake's Hospitality,(352)
9 Nov. 1996,10,6.3,/title/tt1168304/,1,Dragon Ball Z,Escape from Piccolo,(346)
15 Nov. 1996,11,6.3,/title/tt1168323/,1,Dragon Ball Z,Showdown in the Past,(343)
3 Jan. 1997,12,6.3,/title/tt1168329/,1,Dragon Ball Z,The End of Snake Way,(340)
10 Jan. 1997,13,6.3,/title/tt1168296/,1,Dragon Ball Z,A Fight Against Gravity... Catch Bubbles!,(338)
17 Jan. 1997,14,6.3,/title/tt1168330/,1,Dragon Ball Z,The Legend of the Saiyans,(331)
24 Jan. 1997,15,6.5,/title/tt1168294/,1,Dragon Ball Z,A Black Day for Planet Earth,(346)
1 Feb. 1997,16,6.4,/title/tt1168326/,1,Dragon Ball Z,The Battle Begins... Goku Where Are You?,(345)
8 Feb. 1997,17,6.5,/title/tt1168334/,1,Dragon Ball Z,The Saibamen Strike,(351)
15 Feb. 1997,18,6.6,/title/tt1168318/,1,Dragon Ball Z,Nappa... The Invincible?,(379)
22 Feb. 1997,19,6.7,/title/tt1168335/,1,Dragon Ball Z,Tien Goes All Out!!,(343)
12 Apr. 1997,20,6.7,/title/tt1168337/,1,Dragon Ball Z,Time's Up!,(347)
19 Apr. 1997,21,6.7,/title/tt1168332/,1,Dragon Ball Z,The Return of Goku,(345)
26 Apr. 1997,22,6.7,/title/tt1168310/,1,Dragon Ball Z,Goku Strikes Back,(341)
3 May 1997,23,6.9,/title/tt1168311/,1,Dragon Ball Z,Goku vs. Vegeta... a Saiyan Duel!,(350)
10 May 1997,24,6.8,/title/tt1168341/,1,Dragon Ball Z,Vegeta... Saiyan Style!,(330)
17 May 1997,25,6.9,/title/tt1168325/,1,Dragon Ball Z,Stop Vegeta Now!,(331)
24 May 1997,26,6.9,/title/tt1168327/,1,Dragon Ball Z,The Battle Ends,(334)
24 May 1997,1,6.6,/title/tt1168298/,2,Dragon Ball Z,A New Goal... Namek!,(316)
13 Sep. 1997,2,6.7,/title/tt1168317/,2,Dragon Ball Z,Journey to Namek,(320)
20 Sep. 1997,3,6.7,/title/tt1168306/,2,Dragon Ball Z,Friends or Foes?,(308)
20 Sep. 1997,4,6.8,/title/tt1168315/,2,Dragon Ball Z,Hunt for a Dragonball,(308)
27 Sep. 1997,5,6.9,/title/tt1168342/,2,Dragon Ball Z,Who's Who?!,(296)
27 Sep. 1997,6,7.2,/title/tt1168338/,2,Dragon Ball Z,Touchdown on Namek,(322)
3 Oct. 1997,7,7.1,/title/tt1168305/,2,Dragon Ball Z,Face-Off on Namek,(336)
4 Oct. 1997,8,7.2,/title/tt1168333/,2,Dragon Ball Z,The Ruthless Frieza,(336)
11 Oct. 1997,9,7.2,/title/tt1168331/,2,Dragon Ball Z,The Nameks Versus Frieza,(328)
11 Oct. 1997,10,7.1,/title/tt1168303/,2,Dragon Ball Z,Escape from Dodoria,(354)
18 Oct. 1997,11,7.2,/title/tt1168322/,2,Dragon Ball Z,Secrets Revealed,(334)
18 Oct. 1997,12,7.2,/title/tt1168295/,2,Dragon Ball Z,A Collision Course,(312)
25 Oct. 1997,13,7.2,/title/tt1168324/,2,Dragon Ball Z,Stay Away from Frieza,(330)
25 Oct. 1997,14,7.5,/title/tt1168343/,2,Dragon Ball Z,Zarbon Transformed,(596)
1 Nov. 1997,15,7.2,/title/tt1168328/,2,Dragon Ball Z,The Eldest Namek,(320)
1 Nov. 1997,16,7.3,/title/tt1168307/,2,Dragon Ball Z,Get Vegeta!,(327)
8 Nov. 1997,17,7.2,/title/tt1168340/,2,Dragon Ball Z,Vegeta Revived,(323)
8 Nov. 1997,18,7.2,/title/tt1168297/,2,Dragon Ball Z,A Heavy Burden,(332)
15 Nov. 1997,19,7.3,/title/tt1168316/,2,Dragon Ball Z,Immortality Denied,(331)
31 Jan. 1998,20,6.8,/title/tt1168300/,2,Dragon Ball Z,Big Trouble for Bulma,(287)
7 Feb. 1998,21,7.0,/title/tt1168321/,2,Dragon Ball Z,Scramble for the Dragon Balls!,(288)
7 Feb. 1998,22,7.2,/title/tt1168299/,2,Dragon Ball Z,Arrival of the Ginyu Force,(297)
14 Feb. 1998,23,7.1,/title/tt1168301/,2,Dragon Ball Z,Elite Fighters of the Universe... The Ginyu Force,(294)
14 Feb. 1998,24,7.2,/title/tt1168336/,2,Dragon Ball Z,Time Tricks and Body Binds,(306)
18 May 1998,25,7.2,/title/tt1168319/,2,Dragon Ball Z,No Refuge from Recoome,(332)
23 May 1998,26,7.2,/title/tt1168302/,2,Dragon Ball Z,Enter Goku,(327)
23 May 1998,27,7.3,/title/tt1168313/,2,Dragon Ball Z,Goku... Super Saiyan?,(349)
13 Sep. 1999,1,7.1,/title/tt0276085/,3,Dragon Ball Z,Ginyu Assault,(379)
13 Sep. 1999,2,7.0,/title/tt0276086/,3,Dragon Ball Z,Incredible Force!,(354)
14 Sep. 1999,3,7.0,/title/tt0276087/,3,Dragon Ball Z,Frieza Approaches,(362)
14 Sep. 1999,4,7.2,/title/tt1170729/,3,Dragon Ball Z,Goku is Ginyu and Ginyu is Goku,(294)
16 Sep. 1999,5,7.1,/title/tt1170685/,3,Dragon Ball Z,Calling the Eternal Dragon,(290)
17 Sep. 1999,6,7.2,/title/tt1170724/,3,Dragon Ball Z,"Gohan, Defeat Your Dad!!",(305)
20 Sep. 1999,7,7.1,/title/tt1170687/,3,Dragon Ball Z,Captain Ginyu... The Frog,(293)
21 Sep. 1999,1,7.1,/title/tt1170776/,4,Dragon Ball Z,Password is Porunga,(287)
22 Sep. 1999,2,7.1,/title/tt1170781/,4,Dragon Ball Z,Piccolo's Return,(292)
23 Sep. 1999,3,7.1,/title/tt1170808/,4,Dragon Ball Z,The Fusion,(293)
24 Sep. 1999,4,7.3,/title/tt1170711/,4,Dragon Ball Z,Fighting Power: One Million??,(343)
27 Sep. 1999,5,7.1,/title/tt1170723/,4,Dragon Ball Z,Gohan Attacks,(301)
28 Sep. 1999,6,7.0,/title/tt1170701/,4,Dragon Ball Z,Déjà vu,(293)
29 Sep. 1999,7,7.0,/title/tt1170719/,4,Dragon Ball Z,Frieza's Second Transformation,(296)
30 Sep. 1999,8,6.9,/title/tt1170669/,4,Dragon Ball Z,Another Transformation,(295)
1 Oct. 1999,9,6.8,/title/tt1170697/,4,Dragon Ball Z,Dende's Demise,(295)
4 Oct. 1999,10,7.0,/title/tt1170823/,4,Dragon Ball Z,The Renewed Goku,(299)
5 Oct. 1999,11,7.1,/title/tt1170805/,4,Dragon Ball Z,The End of Vegeta,(323)
6 Oct. 1999,12,6.7,/title/tt1170827/,4,Dragon Ball Z,The Ultimate Battle,(317)
7 Oct. 1999,13,6.6,/title/tt1170693/,4,Dragon Ball Z,Clash of the Super Powers,(312)
8 Oct. 1999,14,6.4,/title/tt1170718/,4,Dragon Ball Z,Frieza's Boast,(312)
11 Oct. 1999,15,6.4,/title/tt1170677/,4,Dragon Ball Z,Bold and Fearless,(311)
12 Oct. 1999,16,6.5,/title/tt1170703/,4,Dragon Ball Z,Embodiment of Fire,(321)
13 Oct. 1999,17,6.4,/title/tt0276089/,4,Dragon Ball Z,Trump Card,(392)
14 Oct. 1999,18,6.6,/title/tt0276090/,4,Dragon Ball Z,Keep the Chance Alive,(372)
15 Oct. 1999,19,6.5,/title/tt1170782/,4,Dragon Ball Z,Power of the Spirit,(315)
18 Oct. 1999,20,7.0,/title/tt1170837/,4,Dragon Ball Z,Transformed at Last,(403)
19 Oct. 1999,21,6.8,/title/tt1170706/,4,Dragon Ball Z,Explosion of Anger,(334)
20 Oct. 1999,22,6.6,/title/tt1170766/,4,Dragon Ball Z,Namek's Destruction,(315)
21 Oct. 1999,23,6.5,/title/tt1170661/,4,Dragon Ball Z,A Final Attack,(316)
22 Oct. 1999,24,6.4,/title/tt1170670/,4,Dragon Ball Z,Approaching Destruction,(316)
25 Oct. 1999,25,6.3,/title/tt1170726/,4,Dragon Ball Z,Gohan Returns,(315)
26 Oct. 1999,27,6.4,/title/tt1170816/,4,Dragon Ball Z,The Last Wish,(305)
27 Oct. 1999,28,6.5,/title/tt1170700/,4,Dragon Ball Z,Duel on a Vanishing Planet,(311)
28 Oct. 1999,29,6.7,/title/tt1170777/,4,Dragon Ball Z,Pathos of Frieza,(315)
29 Oct. 1999,30,6.9,/title/tt1170717/,4,Dragon Ball Z,Frieza Defeated!!,(359)
1 Nov. 1999,31,6.7,/title/tt1170762/,4,Dragon Ball Z,Mighty Blast of Rage,(320)
2 Nov. 1999,32,6.5,/title/tt1170767/,4,Dragon Ball Z,Namek's Explosion... Goku's End?,(313)
3 Nov. 1999,33,6.5,/title/tt1170732/,4,Dragon Ball Z,Goku's Alive!,(315)
8 Apr. 2000,1,6.3,/title/tt1170811/,5,Dragon Ball Z,The Heavens Tremble,(306)
15 Apr. 2000,2,6.4,/title/tt1170675/,5,Dragon Ball Z,Black Fog of Terror,(302)
22 Apr. 2000,3,6.4,/title/tt1170671/,5,Dragon Ball Z,Battle in Kami's Lookout,(294)
29 Apr. 2000,4,6.5,/title/tt1170710/,5,Dragon Ball Z,Fight with Piccolo,(298)
6 May 2000,5,6.5,/title/tt1170684/,5,Dragon Ball Z,Call for Restoration,(293)
13 May 2000,6,6.5,/title/tt1170796/,5,Dragon Ball Z,Suicidal Course,(296)
20 May 2000,7,6.5,/title/tt1170707/,5,Dragon Ball Z,Extreme Measures,(293)
27 May 2000,8,6.5,/title/tt1170832/,5,Dragon Ball Z,The World Awakens,(294)
27 May 2000,9,6.5,/title/tt1170680/,5,Dragon Ball Z,Brief Chance for Victory,(294)
1 Sep. 2000,10,5.8,/title/tt0847262/,5,Dragon Ball Z,Krillin's Proposal,(297)
4 Sep. 2000,1,6.8,/title/tt0875307/,6,Dragon Ball Z,Frieza's Counterattack,(311)
5 Sep. 2000,2,6.9,/title/tt0880021/,6,Dragon Ball Z,The Mysterious Youth,(295)
6 Sep. 2000,3,6.9,/title/tt1170668/,6,Dragon Ball Z,Another Super Saiyan?,(301)
7 Sep. 2000,4,6.9,/title/tt1170854/,6,Dragon Ball Z,Welcome Back Goku,(285)
8 Sep. 2000,5,6.9,/title/tt1170765/,6,Dragon Ball Z,Mystery Revealed,(292)
11 Sep. 2000,6,6.0,/title/tt1170736/,6,Dragon Ball Z,Goku's Special Technique,(282)
12 Sep. 2000,7,6.6,/title/tt1170857/,6,Dragon Ball Z,Z Warriors Prepare,(281)
13 Sep. 2000,8,6.5,/title/tt1170735/,6,Dragon Ball Z,Goku's Ordeal,(282)
14 Sep. 2000,1,7.2,/title/tt1170801/,7,Dragon Ball Z,The Androids Appear,(282)
15 Sep. 2000,2,7.2,/title/tt1170663/,7,Dragon Ball Z,A Handy Trick,(283)
16 Sep. 2000,3,7.2,/title/tt1170699/,7,Dragon Ball Z,Double Trouble for Goku,(280)
19 Sep. 2000,4,7.3,/title/tt1170847/,7,Dragon Ball Z,Upgrade to Super Saiyan,(286)
20 Sep. 2000,5,7.2,/title/tt1170825/,7,Dragon Ball Z,The Secret of Dr. Gero,(277)
21 Sep. 2000,6,7.1,/title/tt1170764/,7,Dragon Ball Z,More Androids?!,(253)
22 Sep. 2000,7,7.3,/title/tt1170714/,7,Dragon Ball Z,Follow Dr. Gero,(249)
25 Sep. 2000,8,7.0,/title/tt1170769/,7,Dragon Ball Z,Nightmare Comes True,(243)
26 Sep. 2000,9,7.2,/title/tt1170733/,7,Dragon Ball Z,Goku's Assassin,(254)
27 Sep. 2000,10,7.2,/title/tt1170695/,7,Dragon Ball Z,Deadly Beauty,(260)
28 Sep. 2000,11,7.1,/title/tt1170770/,7,Dragon Ball Z,No Match for the Androids,(255)
29 Sep. 2000,12,6.7,/title/tt1170753/,7,Dragon Ball Z,Last Ditch Effort,(243)
2 Oct. 2000,13,6.7,/title/tt1170694/,7,Dragon Ball Z,Closing In,(240)
3 Oct. 2000,14,6.7,/title/tt1170845/,7,Dragon Ball Z,Unwelcome Discovery,(241)
4 Oct. 2000,1,6.9,/title/tt1170794/,8,Dragon Ball Z,Seized with Fear,(242)
5 Oct. 2000,2,6.9,/title/tt1007248/,8,Dragon Ball Z,The Reunion,(235)
6 Oct. 2000,3,6.9,/title/tt1170678/,8,Dragon Ball Z,Borrowed Powers,(238)
9 Oct. 2000,4,6.6,/title/tt1170742/,8,Dragon Ball Z,His Name Is Cell,(238)
10 Oct. 2000,5,6.9,/title/tt1170780/,8,Dragon Ball Z,Piccolo's Folly,(232)
11 Oct. 2000,6,6.7,/title/tt1170752/,8,Dragon Ball Z,Laboratory Basement,(233)
12 Oct. 2000,7,6.8,/title/tt1170774/,8,Dragon Ball Z,Our Hero Awakens,(237)
13 Oct. 2000,8,6.9,/title/tt1170835/,8,Dragon Ball Z,Time Chamber,(236)
16 Oct. 2000,9,6.9,/title/tt1170819/,8,Dragon Ball Z,The Monster Is Coming,(234)
17 Oct. 2000,10,7.0,/title/tt1170740/,8,Dragon Ball Z,He's Here,(233)
18 Oct. 2000,11,7.1,/title/tt1170846/,8,Dragon Ball Z,Up to Piccolo,(235)
19 Oct. 2000,12,7.2,/title/tt1170795/,8,Dragon Ball Z,Silent Warrior,(238)
20 Oct. 2000,13,6.6,/title/tt1170792/,8,Dragon Ball Z,"Say Goodbye, 17",(234)
23 Oct. 2000,1,7.3,/title/tt1170788/,9,Dragon Ball Z,Sacrifice,(248)
24 Oct. 2000,2,7.3,/title/tt1170789/,9,Dragon Ball Z,Saiyans Emerge,(244)
25 Oct. 2000,3,7.4,/title/tt1170799/,9,Dragon Ball Z,Super Vegeta,(271)
26 Oct. 2000,4,7.3,/title/tt1170679/,9,Dragon Ball Z,Bow to the Prince,(249)
27 Oct. 2000,5,6.7,/title/tt1170743/,9,Dragon Ball Z,Hour of Temptation,(237)
30 Oct. 2000,6,6.7,/title/tt1170750/,9,Dragon Ball Z,Krillin's Decision,(239)
31 Oct. 2000,7,6.1,/title/tt1170815/,9,Dragon Ball Z,The Last Defense,(259)
1 Nov. 2000,8,5.0,/title/tt1170688/,9,Dragon Ball Z,Cell Is Complete,(280)
2 Nov. 2000,9,5.0,/title/tt1170849/,9,Dragon Ball Z,Vegeta Must Pay,(278)
3 Nov. 2000,10,5.0,/title/tt1170840/,9,Dragon Ball Z,Trunks Ascends,(278)
6 Nov. 2000,11,5.0,/title/tt1170791/,9,Dragon Ball Z,Saving Throw,(283)
7 Nov. 2000,12,5.1,/title/tt0980467/,9,Dragon Ball Z,Ghosts from Tomorrow,(278)
8 Nov. 2000,13,4.9,/title/tt1170802/,9,Dragon Ball Z,The Cell Games,(282)
9 Nov. 2000,1,4.8,/title/tt1170855/,10,Dragon Ball Z,What Is the Tournament?,(276)
13 Nov. 2000,2,4.8,/title/tt1170804/,10,Dragon Ball Z,The Doomsday Broadcast,(279)
14 Nov. 2000,3,4.8,/title/tt1170759/,10,Dragon Ball Z,Meet Me in the Ring,(278)
15 Nov. 2000,4,5.8,/title/tt1170772/,10,Dragon Ball Z,No Worries Here,(274)
16 Nov. 2000,5,5.9,/title/tt1170662/,10,Dragon Ball Z,A Girl Named Lime,(278)
20 Nov. 2000,6,5.5,/title/tt1170761/,10,Dragon Ball Z,Memories of Gohan,(275)
21 Nov. 2000,7,5.6,/title/tt1170665/,10,Dragon Ball Z,A New Guardian,(277)
22 Nov. 2000,8,5.8,/title/tt1170698/,10,Dragon Ball Z,Dende's Dragon,(271)
23 Nov. 2000,9,5.8,/title/tt1170822/,10,Dragon Ball Z,The Puzzle of General Tao,(273)
27 Nov. 2000,10,4.9,/title/tt1170810/,10,Dragon Ball Z,The Games Begin,(274)
28 Nov. 2000,11,6.4,/title/tt1170755/,10,Dragon Ball Z,Losers Fight First,(279)
29 Nov. 2000,12,4.9,/title/tt1170730/,10,Dragon Ball Z,Goku vs. Cell,(293)
30 Nov. 2000,13,4.8,/title/tt1170690/,10,Dragon Ball Z,Cell's Bag of Tricks,(283)
4 Dec. 2000,14,4.9,/title/tt1170771/,10,Dragon Ball Z,No More Rules,(280)
5 Dec. 2000,15,5.0,/title/tt1170807/,10,Dragon Ball Z,The Fight Is Over,(277)
6 Dec. 2000,16,5.1,/title/tt1170708/,10,Dragon Ball Z,Faith in a Boy,(275)
7 Dec. 2000,17,4.9,/title/tt1170727/,10,Dragon Ball Z,Gohan's Plea,(274)
11 Dec. 2000,18,6.2,/title/tt1170667/,10,Dragon Ball Z,Android Explosion,(271)
12 Dec. 2000,19,5.9,/title/tt1170692/,10,Dragon Ball Z,Cell Juniors Attack!,(278)
13 Dec. 2000,20,6.3,/title/tt1170828/,10,Dragon Ball Z,The Unleashing,(299)
14 Dec. 2000,21,6.2,/title/tt1170829/,10,Dragon Ball Z,The Unstoppable Gohan,(292)
18 Dec. 2000,22,5.9,/title/tt1170691/,10,Dragon Ball Z,Cell's Break Down,(276)
19 Dec. 2000,23,6.2,/title/tt1170664/,10,Dragon Ball Z,A Hero's Farewell,(286)
20 Dec. 2000,24,4.4,/title/tt1170689/,10,Dragon Ball Z,Cell Returns!,(303)
21 Dec. 2000,25,4.3,/title/tt1170812/,10,Dragon Ball Z,The Horror Won't End,(315)
26 Dec. 2000,26,4.5,/title/tt1170790/,10,Dragon Ball Z,Save the World,(354)
27 Dec. 2000,27,6.0,/title/tt1170734/,10,Dragon Ball Z,Goku's Decision,(269)
28 Dec. 2000,28,6.0,/title/tt1170773/,10,Dragon Ball Z,One More Wish,(266)
29 Dec. 2000,29,6.4,/title/tt1170716/,10,Dragon Ball Z,Free the Future,(283)
10 Sep. 2001,1,7.0,/title/tt0847989/,11,Dragon Ball Z,Warriors of the Dead,(270)
11 Sep. 2001,2,6.6,/title/tt0875309/,11,Dragon Ball Z,Tournament Begins,(260)
12 Sep. 2001,3,6.8,/title/tt1170853/,11,Dragon Ball Z,Water Fight,(264)
13 Sep. 2001,4,6.8,/title/tt1170713/,11,Dragon Ball Z,Final Round,(259)
14 Sep. 2001,5,6.9,/title/tt1170731/,11,Dragon Ball Z,Goku vs. Pikkon,(263)
17 Sep. 2001,6,5.3,/title/tt1170725/,11,Dragon Ball Z,Gohan Goes to High School,(272)
18 Sep. 2001,7,5.2,/title/tt1170744/,11,Dragon Ball Z,I Am Saiyaman,(264)
27 Sep. 2001,8,5.0,/title/tt1170728/,11,Dragon Ball Z,Gohan's First Date,(255)
19 Sep. 2001,9,6.2,/title/tt1170785/,11,Dragon Ball Z,Rescue Videl,(252)
20 Sep. 2001,10,6.2,/title/tt1170676/,11,Dragon Ball Z,Blackmail,(251)
21 Sep. 2001,11,5.1,/title/tt1170746/,11,Dragon Ball Z,I'll Fight Too!,(255)
24 Sep. 2001,12,5.3,/title/tt1170820/,11,Dragon Ball Z,The Newest Super Saiyan,(251)
25 Sep. 2001,13,6.3,/title/tt1170800/,11,Dragon Ball Z,Take Flight Videl,(251)
26 Sep. 2001,14,6.9,/title/tt1170720/,11,Dragon Ball Z,Gather for the Tournament,(254)
27 Sep. 2001,15,6.3,/title/tt1170686/,11,Dragon Ball Z,Camera Shy,(245)
28 Sep. 2001,1,6.9,/title/tt1170833/,12,Dragon Ball Z,The World Tournament,(251)
2 Oct. 2001,2,5.4,/title/tt1170841/,12,Dragon Ball Z,Trunks vs. Goten,(252)
3 Oct. 2001,3,5.3,/title/tt1170673/,12,Dragon Ball Z,Best of the Boys,(252)
4 Oct. 2001,4,5.1,/title/tt1170674/,12,Dragon Ball Z,"Big Trouble, Little Trunks",(254)
5 Oct. 2001,5,6.9,/title/tt1170856/,12,Dragon Ball Z,Who Will Fight Who?,(250)
8 Oct. 2001,6,6.8,/title/tt1170715/,12,Dragon Ball Z,Forfeit of Piccolo,(249)
9 Oct. 2001,7,7.2,/title/tt1170660/,12,Dragon Ball Z,A Dark and Secret Power,(271)
10 Oct. 2001,8,7.1,/title/tt1170852/,12,Dragon Ball Z,Videl Is Crushed,(276)
11 Oct. 2001,9,6.9,/title/tt1170747/,12,Dragon Ball Z,Identities Revealed,(250)
12 Oct. 2001,10,7.1,/title/tt1170705/,12,Dragon Ball Z,Energy Drain,(253)
15 Oct. 2001,1,7.2,/title/tt1170831/,13,Dragon Ball Z,The Wizard's Curse,(254)
16 Oct. 2001,2,7.1,/title/tt1170749/,13,Dragon Ball Z,King of the Demons,(259)
17 Oct. 2001,3,7.2,/title/tt1170848/,13,Dragon Ball Z,Vegeta Attacks,(289)
18 Oct. 2001,4,7.2,/title/tt1170768/,13,Dragon Ball Z,"Next Up, Goku",(275)
22 Oct. 2001,5,5.3,/title/tt1170672/,13,Dragon Ball Z,Battle Supreme,(256)
23 Oct. 2001,6,5.3,/title/tt1170702/,13,Dragon Ball Z,Eighteen Unmasks,(252)
24 Oct. 2001,7,6.5,/title/tt1170778/,13,Dragon Ball Z,Pay to Win,(252)
25 Oct. 2001,8,7.1,/title/tt1170741/,13,Dragon Ball Z,Heart of a Villain,(261)
29 Oct. 2001,9,7.2,/title/tt1170803/,13,Dragon Ball Z,The Dark Prince Returns,(269)
30 Oct. 2001,10,7.2,/title/tt1170850/,13,Dragon Ball Z,Vegeta's Pride,(281)
31 Oct. 2001,11,7.2,/title/tt1170817/,13,Dragon Ball Z,The Long Awaited Fight,(270)
1 Nov. 2001,12,6.8,/title/tt1170756/,13,Dragon Ball Z,Magical Ball of Buu,(257)
2 Nov. 2001,1,6.7,/title/tt1170682/,14,Dragon Ball Z,Buu Is Hatched,(255)
6 Nov. 2001,2,6.7,/title/tt1170818/,14,Dragon Ball Z,The Losses Begin,(259)
7 Nov. 2001,3,6.8,/title/tt1170826/,14,Dragon Ball Z,The Terror of Mr. Buu,(259)
8 Nov. 2001,4,6.9,/title/tt1170758/,14,Dragon Ball Z,Meal Time,(268)
12 Nov. 2001,5,7.1,/title/tt1170830/,14,Dragon Ball Z,The Warrior's Decision,(268)
13 Nov. 2001,6,7.4,/title/tt1170712/,14,Dragon Ball Z,Final Atonement,(334)
16 Sep. 2002,7,6.8,/title/tt0847260/,14,Dragon Ball Z,Evil Lives On,(265)
17 Sep. 2002,8,6.5,/title/tt0875306/,14,Dragon Ball Z,Find the Dragon Balls,(274)
18 Sep. 2002,9,6.6,/title/tt0880020/,14,Dragon Ball Z,Revival,(260)
19 Sep. 2002,10,6.5,/title/tt1170722/,14,Dragon Ball Z,Global Announcement,(259)
23 Sep. 2002,11,5.0,/title/tt1170754/,14,Dragon Ball Z,Learn to Fuse!,(266)
24 Sep. 2002,12,6.1,/title/tt1170834/,14,Dragon Ball Z,The Z Sword,(261)
25 Sep. 2002,13,6.2,/title/tt1170783/,14,Dragon Ball Z,Race to Capsule Corp.,(262)
26 Sep. 2002,14,6.6,/title/tt1170798/,14,Dragon Ball Z,Super Saiyan 3?!,(295)
30 Sep. 2002,15,6.8,/title/tt1170683/,14,Dragon Ball Z,Buu's Mutiny,(267)
1 Oct. 2002,16,5.0,/title/tt1170809/,14,Dragon Ball Z,The Fusion Dance,(270)
2 Oct. 2002,17,6.0,/title/tt1170737/,14,Dragon Ball Z,Goku's Time Is Up,(266)
3 Oct. 2002,18,5.7,/title/tt1170786/,14,Dragon Ball Z,Return to the Other World,(261)
7 Oct. 2002,19,5.9,/title/tt1170775/,14,Dragon Ball Z,Out from the Broken Sword,(263)
8 Oct. 2002,20,4.9,/title/tt1170739/,14,Dragon Ball Z,Gotenks Is Born,(275)
9 Oct. 2002,21,6.8,/title/tt1170843/,14,Dragon Ball Z,Unlikely Friendship,(270)
10 Oct. 2002,22,6.8,/title/tt1170745/,14,Dragon Ball Z,I Kill No More,(271)
14 Oct. 2002,1,6.9,/title/tt1170806/,15,Dragon Ball Z,The Evil of Men,(285)
15 Oct. 2002,2,6.8,/title/tt1170681/,15,Dragon Ball Z,Buu Against Buu,(275)
16 Oct. 2002,3,5.5,/title/tt1170704/,15,Dragon Ball Z,Empty Planet,(268)
17 Oct. 2002,4,5.0,/title/tt1170836/,15,Dragon Ball Z,Time Struggle,(272)
21 Oct. 2002,5,4.8,/title/tt1170797/,15,Dragon Ball Z,Super Moves of Gotenks,(281)
22 Oct. 2002,6,5.2,/title/tt1170838/,15,Dragon Ball Z,Trapped in Forever,(266)
23 Oct. 2002,7,5.7,/title/tt1170709/,15,Dragon Ball Z,Feeding Frenzy,(270)
24 Oct. 2002,8,4.8,/title/tt1170738/,15,Dragon Ball Z,Gotenks Is Awesome,(283)
28 Oct. 2002,9,4.8,/title/tt1170844/,15,Dragon Ball Z,Unlucky Break,(279)
29 Oct. 2002,10,6.1,/title/tt1170666/,15,Dragon Ball Z,A Whole New Gohan,(280)
30 Oct. 2002,11,5.8,/title/tt1101159/,15,Dragon Ball Z,Search for Survivors,(269)
4 Nov. 2002,12,5.9,/title/tt1101151/,15,Dragon Ball Z,Majin Buu Transforms,(270)
5 Nov. 2002,13,5.8,/title/tt1101163/,15,Dragon Ball Z,The Old Kai's Weapon,(267)
6 Nov. 2002,14,5.1,/title/tt1101157/,15,Dragon Ball Z,Ready to Fuse?,(267)
7 Nov. 2002,15,5.2,/title/tt1170842/,15,Dragon Ball Z,Union of Rivals,(272)
8 Nov. 2002,16,4.8,/title/tt1101152/,15,Dragon Ball Z,Meet Vegito,(295)
11 Nov. 2002,17,5.1,/title/tt1101158/,15,Dragon Ball Z,Rip in the Universe,(272)
12 Nov. 2002,18,4.5,/title/tt1101166/,15,Dragon Ball Z,Vegito... Downsized,(280)
13 Nov. 2002,19,4.4,/title/tt1101161/,15,Dragon Ball Z,The Incredible Fighting Candy,(283)
14 Nov. 2002,20,4.7,/title/tt1101162/,15,Dragon Ball Z,The Innards of Buu,(274)
15 Nov. 2002,21,4.5,/title/tt1101153/,15,Dragon Ball Z,Mind Trap,(278)
18 Nov. 2002,22,5.0,/title/tt1101145/,15,Dragon Ball Z,Deadly Vision,(275)
19 Nov. 2002,1,5.6,/title/tt1101148/,16,Dragon Ball Z,Evil Kid Buu,(278)
17 Mar. 2003,2,5.8,/title/tt1101147/,16,Dragon Ball Z,End of Earth,(272)
18 Mar. 2003,3,6.7,/title/tt1101164/,16,Dragon Ball Z,True Saiyans Fight Alone,(275)
19 Mar. 2003,4,5.8,/title/tt1101140/,16,Dragon Ball Z,Battle for the Universe Begins,(272)
20 Mar. 2003,5,6.9,/title/tt1101165/,16,Dragon Ball Z,Vegeta's Respect,(303)
21 Mar. 2003,6,6.0,/title/tt1101154/,16,Dragon Ball Z,Minute of Desperation,(273)
24 Mar. 2003,7,5.8,/title/tt1101155/,16,Dragon Ball Z,Old Buu Emerges,(268)
25 Mar. 2003,8,5.7,/title/tt1101146/,16,Dragon Ball Z,Earth Reborn,(269)
26 Mar. 2003,9,5.6,/title/tt1101142/,16,Dragon Ball Z,Call to Action,(273)
27 Mar. 2003,10,6.2,/title/tt1101156/,16,Dragon Ball Z,People of Earth Unite,(273)
28 Mar. 2003,11,6.1,/title/tt1101160/,16,Dragon Ball Z,Spirit Bomb Triumphant,(289)
29 Mar. 2003,12,6.1,/title/tt1101143/,16,Dragon Ball Z,Celebrations with Majin Buu,(275)
2 Apr. 2003,13,6.4,/title/tt1101150/,16,Dragon Ball Z,He's Always Late,(274)
