episode_date,episode_number,rating,rel_link,season_num,show,title,votes
20 Jan. 2008,1,8.9,/title/tt0959621/,1,Breaking Bad,Pilot,"(19,556)"
27 Jan. 2008,2,8.7,/title/tt1054724/,1,Breaking Bad,Cat's in the Bag...,"(13,758)"
10 Feb. 2008,3,8.7,/title/tt1054725/,1,Breaking Bad,...And the Bag's in the River,"(13,331)"
17 Feb. 2008,4,8.2,/title/tt1054726/,1,Breaking Bad,Cancer Man,"(12,983)"
24 Feb. 2008,5,8.3,/title/tt1054727/,1,Breaking Bad,Gray Matter,"(12,690)"
2 Mar. 2008,6,9.2,/title/tt1054728/,1,Breaking Bad,Crazy Handful of Nothin',"(14,631)"
9 Mar. 2008,7,8.8,/title/tt1054729/,1,Breaking Bad,A No-Rough-Stuff-Type Deal,"(12,917)"
8 Mar. 2009,1,8.7,/title/tt1232244/,2,Breaking Bad,Seven Thirty-Seven,"(11,488)"
15 Mar. 2009,2,9.2,/title/tt1232249/,2,Breaking Bad,Grilled,"(13,555)"
22 Mar. 2009,3,8.3,/title/tt1232250/,2,Breaking Bad,Bit by a Dead Bee,"(11,197)"
29 Mar. 2009,4,8.1,/title/tt1232251/,2,Breaking Bad,Down,"(11,339)"
5 Apr. 2009,5,8.3,/title/tt1232252/,2,Breaking Bad,Breakage,"(10,983)"
12 Apr. 2009,6,8.8,/title/tt1232253/,2,Breaking Bad,Peekaboo,"(12,141)"
19 Apr. 2009,7,8.7,/title/tt1232254/,2,Breaking Bad,Negro Y Azul,"(10,860)"
26 Apr. 2009,8,9.0,/title/tt1232255/,2,Breaking Bad,Better Call Saul,"(12,786)"
3 May 2009,9,8.9,/title/tt1232256/,2,Breaking Bad,4 Days Out,"(12,537)"
10 May 2009,10,8.6,/title/tt1232245/,2,Breaking Bad,Over,"(10,649)"
17 May 2009,11,8.8,/title/tt1232246/,2,Breaking Bad,Mandala,"(11,080)"
24 May 2009,12,9.1,/title/tt1232247/,2,Breaking Bad,Phoenix,"(12,478)"
31 May 2009,13,9.1,/title/tt1232248/,2,Breaking Bad,ABQ,"(12,545)"
21 Mar. 2010,1,8.6,/title/tt1528116/,3,Breaking Bad,No Más,"(10,594)"
28 Mar. 2010,2,8.7,/title/tt1615186/,3,Breaking Bad,Caballo sin Nombre,"(10,214)"
4 Apr. 2010,3,8.4,/title/tt1615187/,3,Breaking Bad,I.F.T.,"(10,280)"
11 Apr. 2010,4,8.1,/title/tt1615554/,3,Breaking Bad,Green Light,"(10,538)"
18 Apr. 2010,5,8.7,/title/tt1615555/,3,Breaking Bad,Más,"(9,921)"
25 Apr. 2010,6,9.2,/title/tt1615556/,3,Breaking Bad,Sunset,"(12,037)"
2 May 2010,7,9.5,/title/tt1615944/,3,Breaking Bad,One Minute,"(15,011)"
9 May 2010,8,8.8,/title/tt1615557/,3,Breaking Bad,I See You,"(10,325)"
16 May 2010,9,8.4,/title/tt1615558/,3,Breaking Bad,Kafkaesque,"(10,262)"
23 May 2010,10,7.6,/title/tt1615550/,3,Breaking Bad,Fly,"(17,983)"
30 May 2010,11,8.5,/title/tt1615551/,3,Breaking Bad,Abiquiu,"(10,139)"
6 Jun. 2010,12,9.4,/title/tt1615552/,3,Breaking Bad,Half Measures,"(14,417)"
13 Jun. 2010,13,9.5,/title/tt1615553/,3,Breaking Bad,Full Measure,"(16,282)"
17 Jul. 2011,1,9.1,/title/tt1683084/,4,Breaking Bad,Box Cutter,"(13,102)"
24 Jul. 2011,2,8.2,/title/tt1683089/,4,Breaking Bad,Thirty-Eight Snub,"(10,734)"
31 Jul. 2011,3,7.9,/title/tt1683090/,4,Breaking Bad,Open House,"(10,840)"
7 Aug. 2011,4,8.7,/title/tt1683091/,4,Breaking Bad,Bullet Points,"(10,003)"
14 Aug. 2011,5,8.7,/title/tt1683092/,4,Breaking Bad,Shotgun,"(10,041)"
21 Aug. 2011,6,8.5,/title/tt1683093/,4,Breaking Bad,Cornered,"(10,172)"
28 Aug. 2011,7,8.8,/title/tt1683094/,4,Breaking Bad,Problem Dog,"(10,656)"
4 Sep. 2011,8,9.1,/title/tt1683095/,4,Breaking Bad,Hermanos,"(12,059)"
11 Sep. 2011,9,8.8,/title/tt1683096/,4,Breaking Bad,Bug,"(10,746)"
18 Sep. 2011,10,9.5,/title/tt1683085/,4,Breaking Bad,Salud,"(15,433)"
25 Sep. 2011,11,9.5,/title/tt1683086/,4,Breaking Bad,Crawl Space,"(17,726)"
2 Oct. 2011,12,9.4,/title/tt1683087/,4,Breaking Bad,End Times,"(13,651)"
9 Oct. 2011,13,9.8,/title/tt1683088/,4,Breaking Bad,Face Off,"(33,426)"
15 Jul. 2012,1,9.2,/title/tt2081647/,5,Breaking Bad,Live Free or Die,"(15,690)"
22 Jul. 2012,2,8.8,/title/tt2301457/,5,Breaking Bad,Madrigal,"(12,948)"
29 Jul. 2012,3,8.8,/title/tt2301459/,5,Breaking Bad,Hazard Pay,"(12,485)"
5 Aug. 2012,4,8.8,/title/tt2301461/,5,Breaking Bad,Fifty-One,"(12,562)"
12 Aug. 2012,5,9.5,/title/tt2301463/,5,Breaking Bad,Dead Freight,"(19,180)"
19 Aug. 2012,6,8.8,/title/tt2301465/,5,Breaking Bad,Buyout,"(12,914)"
26 Aug. 2012,7,9.4,/title/tt2301467/,5,Breaking Bad,Say My Name,"(16,637)"
2 Sep. 2012,8,9.5,/title/tt2301469/,5,Breaking Bad,Gliding Over All,"(17,637)"
11 Aug. 2013,9,9.4,/title/tt2301471/,5,Breaking Bad,Blood Money,"(17,159)"
18 Aug. 2013,10,9.0,/title/tt2301443/,5,Breaking Bad,Buried,"(14,700)"
25 Aug. 2013,11,9.5,/title/tt2301445/,5,Breaking Bad,Confessions,"(18,423)"
1 Sep. 2013,12,8.9,/title/tt2301447/,5,Breaking Bad,Rabid Dog,"(15,368)"
8 Sep. 2013,13,9.7,/title/tt2301449/,5,Breaking Bad,To'hajiilee,"(26,560)"
15 Sep. 2013,14,9.9,/title/tt2301451/,5,Breaking Bad,Ozymandias,"(100,678)"
22 Sep. 2013,15,9.5,/title/tt2301453/,5,Breaking Bad,Granite State,"(26,732)"
29 Sep. 2013,16,9.9,/title/tt2301455/,5,Breaking Bad,Felina,"(72,515)"
17 Apr. 2011,1,9.1,/title/tt1480055/,1,Game of Thrones,Winter Is Coming,"(35,713)"
24 Apr. 2011,2,8.8,/title/tt1668746/,1,Game of Thrones,The Kingsroad,"(27,046)"
1 May 2011,3,8.7,/title/tt1829962/,1,Game of Thrones,Lord Snow,"(25,550)"
8 May 2011,4,8.8,/title/tt1829963/,1,Game of Thrones,"Cripples, Bastards, and Broken Things","(24,201)"
15 May 2011,5,9.1,/title/tt1829964/,1,Game of Thrones,The Wolf and the Lion,"(25,243)"
22 May 2011,6,9.2,/title/tt1837862/,1,Game of Thrones,A Golden Crown,"(24,976)"
29 May 2011,7,9.3,/title/tt1837863/,1,Game of Thrones,You Win or You Die,"(25,484)"
5 Jun. 2011,8,9.1,/title/tt1837864/,1,Game of Thrones,The Pointy End,"(23,608)"
12 Jun. 2011,9,9.6,/title/tt1851398/,1,Game of Thrones,Baelor,"(33,474)"
19 Jun. 2011,10,9.5,/title/tt1851397/,1,Game of Thrones,Fire and Blood,"(29,369)"
1 Apr. 2012,1,8.9,/title/tt1971833/,2,Game of Thrones,The North Remembers,"(22,949)"
8 Apr. 2012,2,8.6,/title/tt2069318/,2,Game of Thrones,The Night Lands,"(21,666)"
15 Apr. 2012,3,8.9,/title/tt2070135/,2,Game of Thrones,What Is Dead May Never Die,"(21,415)"
22 Apr. 2012,4,8.9,/title/tt2069319/,2,Game of Thrones,Garden of Bones,"(20,680)"
29 Apr. 2012,5,8.9,/title/tt2074658/,2,Game of Thrones,The Ghost of Harrenhal,"(20,849)"
6 May 2012,6,9.1,/title/tt2085238/,2,Game of Thrones,The Old Gods and the New,"(21,842)"
13 May 2012,7,9.0,/title/tt2085239/,2,Game of Thrones,A Man Without Honor,"(21,259)"
20 May 2012,8,8.9,/title/tt2085240/,2,Game of Thrones,The Prince of Winterfell,"(20,991)"
27 May 2012,9,9.7,/title/tt2084342/,2,Game of Thrones,Blackwater,"(36,946)"
3 Jun. 2012,10,9.5,/title/tt2112510/,2,Game of Thrones,Valar Morghulis,"(26,091)"
31 Mar. 2013,1,8.9,/title/tt2178782/,3,Game of Thrones,Valar Dohaeris,"(23,032)"
7 Apr. 2013,2,8.7,/title/tt2178772/,3,Game of Thrones,"Dark Wings, Dark Words","(20,751)"
14 Apr. 2013,3,8.9,/title/tt2178802/,3,Game of Thrones,Walk of Punishment,"(20,932)"
21 Apr. 2013,4,9.6,/title/tt2178798/,3,Game of Thrones,And Now His Watch Is Ended,"(28,778)"
28 Apr. 2013,5,9.1,/title/tt2178788/,3,Game of Thrones,Kissed by Fire,"(21,321)"
5 May 2013,6,8.9,/title/tt2178812/,3,Game of Thrones,The Climb,"(21,196)"
12 May 2013,7,8.8,/title/tt2178814/,3,Game of Thrones,The Bear and the Maiden Fair,"(20,441)"
19 May 2013,8,9.1,/title/tt2178806/,3,Game of Thrones,Second Sons,"(21,033)"
2 Jun. 2013,9,9.9,/title/tt2178784/,3,Game of Thrones,The Rains of Castamere,"(81,474)"
9 Jun. 2013,10,9.2,/title/tt2178796/,3,Game of Thrones,Mhysa,"(23,873)"
6 Apr. 2014,1,9.1,/title/tt2816136/,4,Game of Thrones,Two Swords,"(27,446)"
13 Apr. 2014,2,9.7,/title/tt2832378/,4,Game of Thrones,The Lion and the Rose,"(43,419)"
20 Apr. 2014,3,8.9,/title/tt2972426/,4,Game of Thrones,Breaker of Chains,"(22,911)"
27 Apr. 2014,4,8.9,/title/tt2972428/,4,Game of Thrones,Oathkeeper,"(21,972)"
4 May 2014,5,8.8,/title/tt3060856/,4,Game of Thrones,First of His Name,"(21,233)"
11 May 2014,6,9.7,/title/tt3060910/,4,Game of Thrones,The Laws of Gods and Men,"(39,414)"
18 May 2014,7,9.2,/title/tt3060876/,4,Game of Thrones,Mockingbird,"(23,735)"
1 Jun. 2014,8,9.7,/title/tt3060782/,4,Game of Thrones,The Mountain and the Viper,"(43,275)"
8 Jun. 2014,9,9.6,/title/tt3060858/,4,Game of Thrones,The Watchers on the Wall,"(36,068)"
15 Jun. 2014,10,9.7,/title/tt3060860/,4,Game of Thrones,The Children,"(35,528)"
12 Apr. 2015,1,8.6,/title/tt3658012/,5,Game of Thrones,The Wars to Come,"(24,293)"
19 Apr. 2015,2,8.6,/title/tt3846626/,5,Game of Thrones,The House of Black and White,"(21,245)"
26 Apr. 2015,3,8.6,/title/tt3866836/,5,Game of Thrones,High Sparrow,"(20,527)"
3 May 2015,4,8.8,/title/tt3866838/,5,Game of Thrones,Sons of the Harpy,"(21,134)"
10 May 2015,5,8.7,/title/tt3866840/,5,Game of Thrones,Kill the Boy,"(21,393)"
17 May 2015,6,8.1,/title/tt3866842/,5,Game of Thrones,"Unbowed, Unbent, Unbroken","(24,349)"
24 May 2015,7,9.1,/title/tt3866846/,5,Game of Thrones,The Gift,"(23,515)"
31 May 2015,8,9.9,/title/tt3866850/,5,Game of Thrones,Hardhome,"(82,570)"
7 Jun. 2015,9,9.5,/title/tt3866826/,5,Game of Thrones,The Dance of Dragons,"(35,874)"
14 Jun. 2015,10,9.1,/title/tt3866862/,5,Game of Thrones,Mother's Mercy,"(34,816)"
24 Apr. 2016,1,8.6,/title/tt3658014/,6,Game of Thrones,The Red Woman,"(33,855)"
1 May 2016,2,9.4,/title/tt4077554/,6,Game of Thrones,Home,"(40,145)"
8 May 2016,3,8.8,/title/tt4131606/,6,Game of Thrones,Oathbreaker,"(28,147)"
15 May 2016,4,9.2,/title/tt4283016/,6,Game of Thrones,Book of the Stranger,"(30,320)"
22 May 2016,5,9.7,/title/tt4283028/,6,Game of Thrones,The Door,"(60,435)"
29 May 2016,6,8.5,/title/tt4283054/,6,Game of Thrones,Blood of My Blood,"(27,930)"
5 Jun. 2016,7,8.7,/title/tt4283060/,6,Game of Thrones,The Broken Man,"(27,083)"
12 Jun. 2016,8,8.5,/title/tt4283074/,6,Game of Thrones,No One,"(31,034)"
19 Jun. 2016,9,9.9,/title/tt4283088/,6,Game of Thrones,Battle of the Bastards,"(178,075)"
26 Jun. 2016,10,9.9,/title/tt4283094/,6,Game of Thrones,The Winds of Winter,"(122,997)"
16 Jul. 2017,1,8.7,/title/tt5654088/,7,Game of Thrones,Dragonstone,"(43,734)"
23 Jul. 2017,2,9.0,/title/tt5655178/,7,Game of Thrones,Stormborn,"(37,469)"
30 Jul. 2017,3,9.3,/title/tt5775840/,7,Game of Thrones,The Queen's Justice,"(39,103)"
6 Aug. 2017,4,9.8,/title/tt5775846/,7,Game of Thrones,The Spoils of War,"(75,207)"
13 Aug. 2017,5,8.9,/title/tt5775854/,7,Game of Thrones,Eastwatch,"(37,154)"
20 Aug. 2017,6,9.1,/title/tt5775864/,7,Game of Thrones,Beyond the Wall,"(54,638)"
27 Aug. 2017,7,9.5,/title/tt5775874/,7,Game of Thrones,The Dragon and the Wolf,"(54,085)"
14 Apr. 2019,1,7.7,/title/tt5924366/,8,Game of Thrones,Winterfell,"(110,345)"
21 Apr. 2019,2,8.0,/title/tt6027908/,8,Game of Thrones,A Knight of the Seven Kingdoms,"(108,010)"
28 Apr. 2019,3,7.6,/title/tt6027912/,8,Game of Thrones,The Long Night,"(186,194)"
5 May 2019,4,5.6,/title/tt6027914/,8,Game of Thrones,The Last of the Starks,"(139,604)"
12 May 2019,5,6.2,/title/tt6027916/,8,Game of Thrones,The Bells,"(162,233)"
19 May 2019,6,4.3,/title/tt6027920/,8,Game of Thrones,The Iron Throne,"(191,195)"
2 Jun. 2002,1,8.0,/title/tt0749451/,1,The Wire,The Target,"(3,820)"
9 Jun. 2002,2,8.3,/title/tt0749448/,1,The Wire,The Detail,"(3,036)"
16 Jun. 2002,3,8.2,/title/tt0749446/,1,The Wire,The Buys,"(2,849)"
23 Jun. 2002,4,8.3,/title/tt0749437/,1,The Wire,Old Cases,"(2,737)"
30 Jun. 2002,5,8.3,/title/tt0749450/,1,The Wire,The Pager,"(2,628)"
7 Jul. 2002,6,8.3,/title/tt0749452/,1,The Wire,The Wire,"(2,794)"
21 Jul. 2002,7,8.3,/title/tt0749438/,1,The Wire,One Arrest,"(2,585)"
28 Jul. 2002,8,8.3,/title/tt0749433/,1,The Wire,Lessons,"(2,565)"
4 Aug. 2002,9,8.3,/title/tt0749429/,1,The Wire,Game Day,"(2,660)"
11 Aug. 2002,10,8.5,/title/tt0749447/,1,The Wire,The Cost,"(2,990)"
18 Aug. 2002,11,8.3,/title/tt0749449/,1,The Wire,The Hunt,"(2,666)"
1 Sep. 2002,12,8.4,/title/tt0749424/,1,The Wire,Cleaning Up,"(2,884)"
8 Sep. 2002,13,8.3,/title/tt0749441/,1,The Wire,Sentencing,"(2,807)"
1 Jun. 2003,1,7.8,/title/tt0749428/,2,The Wire,Ebb Tide,"(2,442)"
8 Jun. 2003,2,8.0,/title/tt0749425/,2,The Wire,Collateral Damage,"(2,279)"
15 Jun. 2003,3,8.1,/title/tt0749432/,2,The Wire,Hot Shots,"(2,203)"
22 Jun. 2003,4,8.0,/title/tt0749430/,2,The Wire,Hard Cases,"(2,174)"
29 Jun. 2003,5,8.2,/title/tt0749454/,2,The Wire,Undertow,"(2,123)"
6 Jul. 2003,6,8.3,/title/tt0749419/,2,The Wire,All Prologue,"(2,420)"
13 Jul. 2003,7,8.3,/title/tt0749422/,2,The Wire,Backwash,"(2,094)"
27 Jul. 2003,8,8.3,/title/tt0749427/,2,The Wire,Duck and Cover,"(2,158)"
3 Aug. 2003,9,8.3,/title/tt0749445/,2,The Wire,Stray Rounds,"(2,176)"
10 Aug. 2003,10,8.3,/title/tt0749443/,2,The Wire,Storm Warnings,"(2,404)"
17 Aug. 2003,11,8.4,/title/tt0749423/,2,The Wire,Bad Dreams,"(2,685)"
24 Aug. 2003,12,8.3,/title/tt0749439/,2,The Wire,Port in a Storm,"(2,521)"
19 Sep. 2004,1,8.1,/title/tt0749453/,3,The Wire,Time After Time,"(2,108)"
26 Sep. 2004,2,8.3,/title/tt0749418/,3,The Wire,All Due Respect,"(2,080)"
3 Oct. 2004,3,8.3,/title/tt0749426/,3,The Wire,Dead Soldiers,"(2,073)"
10 Oct. 2004,4,8.3,/title/tt0749420/,3,The Wire,Hamsterdam,"(2,060)"
17 Oct. 2004,5,8.3,/title/tt0749444/,3,The Wire,Straight and True,"(2,056)"
31 Oct. 2004,6,8.3,/title/tt0749431/,3,The Wire,Homecoming,"(2,054)"
7 Nov. 2004,7,8.3,/title/tt0749421/,3,The Wire,Back Burners,"(2,008)"
14 Nov. 2004,8,8.3,/title/tt0749436/,3,The Wire,Moral Midgetry,"(2,165)"
21 Nov. 2004,9,8.3,/title/tt0749442/,3,The Wire,Slapstick,"(2,050)"
28 Nov. 2004,10,8.3,/title/tt0749440/,3,The Wire,Reformation,"(2,060)"
12 Dec. 2004,11,8.9,/title/tt0749434/,3,The Wire,Middle Ground,"(3,143)"
19 Dec. 2004,12,8.6,/title/tt0749435/,3,The Wire,Mission Accomplished,"(2,568)"
10 Sep. 2006,1,8.3,/title/tt0763093/,4,The Wire,Boys of Summer,"(2,034)"
17 Sep. 2006,2,8.3,/title/tt0763095/,4,The Wire,Soft Eyes,"(1,908)"
24 Sep. 2006,3,8.3,/title/tt0763096/,4,The Wire,Home Rooms,"(1,947)"
1 Oct. 2006,4,8.3,/title/tt0763097/,4,The Wire,Refugees,"(1,876)"
8 Oct. 2006,5,8.3,/title/tt0763098/,4,The Wire,Alliances,"(1,898)"
15 Oct. 2006,6,8.3,/title/tt0763099/,4,The Wire,Margin of Error,"(1,959)"
29 Oct. 2006,7,8.3,/title/tt0758650/,4,The Wire,Unto Others,"(1,852)"
5 Nov. 2006,8,8.3,/title/tt0796549/,4,The Wire,Corner Boys,"(1,896)"
12 Nov. 2006,9,8.3,/title/tt0763100/,4,The Wire,Know Your Place,"(1,842)"
19 Nov. 2006,10,8.3,/title/tt0763094/,4,The Wire,Misgivings,"(1,987)"
26 Nov. 2006,11,8.3,/title/tt0782660/,4,The Wire,A New Day,"(2,052)"
3 Dec. 2006,12,8.4,/title/tt0796551/,4,The Wire,That's Got His Own,"(2,307)"
10 Dec. 2006,13,8.7,/title/tt0796550/,4,The Wire,Final Grades,"(2,917)"
6 Jan. 2008,1,8.0,/title/tt0977178/,5,The Wire,More with Less,"(1,924)"
13 Jan. 2008,2,8.1,/title/tt0985516/,5,The Wire,Unconfirmed Reports,"(1,817)"
20 Jan. 2008,3,8.3,/title/tt0977180/,5,The Wire,Not for Attribution,"(1,855)"
27 Jan. 2008,4,8.3,/title/tt0977181/,5,The Wire,Transitions,"(1,919)"
3 Feb. 2008,5,8.3,/title/tt0977182/,5,The Wire,React Quotes,"(1,853)"
10 Feb. 2008,6,8.3,/title/tt0977183/,5,The Wire,The Dickensian Aspect,"(1,791)"
17 Feb. 2008,7,8.3,/title/tt0977184/,5,The Wire,Took,"(1,820)"
24 Feb. 2008,8,8.2,/title/tt0977185/,5,The Wire,Clarifications,"(1,995)"
2 Mar. 2008,9,8.4,/title/tt0977186/,5,The Wire,Late Editions,"(2,273)"
9 Mar. 2008,10,8.8,/title/tt0977179/,5,The Wire,-30-,"(3,275)"
19 Sep. 2006,0,8.6,/title/tt5827942/,1,Avatar: The Last Airbender,Avatar: The Last Airbender,(511)
21 Feb. 2005,1,8.2,/title/tt0801470/,1,Avatar: The Last Airbender,The Boy in the Iceberg,"(1,877)"
21 Feb. 2005,2,8.4,/title/tt0772328/,1,Avatar: The Last Airbender,The Avatar Returns,"(1,633)"
25 Feb. 2005,3,8.5,/title/tt0805800/,1,Avatar: The Last Airbender,The Southern Air Temple,"(1,556)"
4 Mar. 2005,4,8.2,/title/tt0516776/,1,Avatar: The Last Airbender,The Warriors of Kyoshi,"(1,506)"
18 Mar. 2005,5,8.3,/title/tt0760062/,1,Avatar: The Last Airbender,The King of Omashu,"(1,524)"
25 Mar. 2005,6,8.1,/title/tt0516774/,1,Avatar: The Last Airbender,Imprisoned,"(1,477)"
8 Apr. 2005,7,8.3,/title/tt0805801/,1,Avatar: The Last Airbender,"The Spirit World: Winter Solstice, Part 1","(1,448)"
15 Apr. 2005,8,8.9,/title/tt0800734/,1,Avatar: The Last Airbender,"Avatar Roku: Winter Solstice, Part 2","(1,510)"
29 Apr. 2005,9,8.1,/title/tt0822879/,1,Avatar: The Last Airbender,The Waterbending Scroll,"(1,398)"
6 May 2005,10,8.0,/title/tt0516775/,1,Avatar: The Last Airbender,Jet,"(1,435)"
20 May 2005,11,7.2,/title/tt0827262/,1,Avatar: The Last Airbender,The Great Divide,"(1,481)"
3 Jun. 2005,12,9.0,/title/tt0829522/,1,Avatar: The Last Airbender,The Storm,"(1,581)"
17 Jun. 2005,13,9.1,/title/tt0824795/,1,Avatar: The Last Airbender,The Blue Spirit,"(1,583)"
23 Sep. 2005,14,8.0,/title/tt0516778/,1,Avatar: The Last Airbender,The Fortuneteller,"(1,377)"
7 Oct. 2005,15,8.0,/title/tt0758992/,1,Avatar: The Last Airbender,Bato of the Water Tribe,"(1,349)"
21 Oct. 2005,16,8.5,/title/tt0516777/,1,Avatar: The Last Airbender,The Deserter,"(1,357)"
4 Nov. 2005,17,8.1,/title/tt0516779/,1,Avatar: The Last Airbender,The Northern Air Temple,"(1,325)"
18 Nov. 2005,18,8.6,/title/tt0516782/,1,Avatar: The Last Airbender,The Waterbending Master,"(1,372)"
2 Dec. 2005,19,9.4,/title/tt0516780/,1,Avatar: The Last Airbender,The Siege of the North,"(1,803)"
17 Mar. 2006,1,8.7,/title/tt0762600/,2,Avatar: The Last Airbender,The Avatar State,"(1,366)"
24 Mar. 2006,2,8.3,/title/tt0766472/,2,Avatar: The Last Airbender,The Cave of Two Lovers,"(1,368)"
7 Apr. 2006,3,8.5,/title/tt0784201/,2,Avatar: The Last Airbender,Return to Omashu,"(1,289)"
14 Apr. 2006,4,7.9,/title/tt0762601/,2,Avatar: The Last Airbender,The Swamp,"(1,326)"
28 Apr. 2006,5,7.7,/title/tt0516772/,2,Avatar: The Last Airbender,Avatar Day,"(1,332)"
5 May 2006,6,9.1,/title/tt0789294/,2,Avatar: The Last Airbender,The Blind Bandit,"(1,541)"
12 May 2006,7,9.4,/title/tt0516783/,2,Avatar: The Last Airbender,Zuko Alone,"(1,837)"
26 May 2006,8,8.9,/title/tt0805799/,2,Avatar: The Last Airbender,The Chase,"(1,373)"
2 Jun. 2006,9,8.6,/title/tt0789293/,2,Avatar: The Last Airbender,Bitter Work,"(1,281)"
14 Jul. 2006,10,8.8,/title/tt0829521/,2,Avatar: The Last Airbender,The Library,"(1,338)"
14 Jul. 2006,11,8.8,/title/tt0829520/,2,Avatar: The Last Airbender,The Desert,"(1,328)"
15 Sep. 2006,12,8.4,/title/tt0827261/,2,Avatar: The Last Airbender,The Serpent's Pass,"(1,260)"
15 Sep. 2006,13,9.0,/title/tt0831940/,2,Avatar: The Last Airbender,The Drill,"(1,372)"
22 Sep. 2006,14,8.7,/title/tt0516773/,2,Avatar: The Last Airbender,City of Walls and Secrets,"(1,296)"
29 Sep. 2006,15,9.1,/title/tt0775583/,2,Avatar: The Last Airbender,The Tales of Ba Sing Se,"(1,850)"
13 Oct. 2006,16,8.8,/title/tt0794679/,2,Avatar: The Last Airbender,Appa's Lost Days,"(1,373)"
3 Nov. 2006,17,9.0,/title/tt0887307/,2,Avatar: The Last Airbender,Lake Laogai,"(1,363)"
17 Nov. 2006,18,8.6,/title/tt0876938/,2,Avatar: The Last Airbender,The Earth King,"(1,263)"
1 Dec. 2006,19,9.0,/title/tt0831941/,2,Avatar: The Last Airbender,The Guru,"(1,373)"
1 Dec. 2006,20,9.5,/title/tt0822878/,2,Avatar: The Last Airbender,The Crossroads of Destiny,"(2,040)"
21 Sep. 2007,1,8.7,/title/tt0967584/,3,Avatar: The Last Airbender,The Awakening,"(1,425)"
28 Sep. 2007,2,8.5,/title/tt0966647/,3,Avatar: The Last Airbender,The Headband,"(1,360)"
5 Oct. 2007,3,8.1,/title/tt0888742/,3,Avatar: The Last Airbender,The Painted Lady,"(1,330)"
12 Oct. 2007,4,8.8,/title/tt0888741/,3,Avatar: The Last Airbender,Sokka's Master,"(1,409)"
19 Oct. 2007,5,8.5,/title/tt0888739/,3,Avatar: The Last Airbender,The Beach,"(1,424)"
26 Oct. 2007,6,9.4,/title/tt1117701/,3,Avatar: The Last Airbender,The Avatar and the Fire Lord,"(1,674)"
2 Nov. 2007,7,8.3,/title/tt0888740/,3,Avatar: The Last Airbender,The Runaway,"(1,259)"
9 Nov. 2007,8,9.0,/title/tt0900434/,3,Avatar: The Last Airbender,The Puppetmaster,"(1,547)"
16 Nov. 2007,9,7.9,/title/tt1127369/,3,Avatar: The Last Airbender,Nightmares and Daydreams,"(1,357)"
30 Nov. 2007,10,9.1,/title/tt1133641/,3,Avatar: The Last Airbender,The Day of Black Sun,"(1,402)"
30 Nov. 2007,11,9.3,/title/tt1132642/,3,Avatar: The Last Airbender,The Day of Black Sun,"(1,461)"
14 Dec. 2007,12,8.9,/title/tt1136036/,3,Avatar: The Last Airbender,The Western Air Temple,"(1,359)"
4 Jan. 2008,13,9.1,/title/tt1166830/,3,Avatar: The Last Airbender,The Firebending Masters,"(1,470)"
16 Jul. 2008,14,8.7,/title/tt1176477/,3,Avatar: The Last Airbender,The Boiling Rock: Part 1,"(1,325)"
16 Jul. 2008,15,9.2,/title/tt1194313/,3,Avatar: The Last Airbender,The Boiling Rock,"(1,418)"
17 Jul. 2008,16,8.9,/title/tt1193652/,3,Avatar: The Last Airbender,The Southern Raiders,"(1,368)"
18 Jul. 2008,17,8.7,/title/tt1204261/,3,Avatar: The Last Airbender,The Ember Island Players,"(1,480)"
19 Jul. 2008,18,9.1,/title/tt1204262/,3,Avatar: The Last Airbender,Sozin's Comet,"(1,600)"
19 Jul. 2008,19,9.4,/title/tt1204263/,3,Avatar: The Last Airbender,Sozin's Comet,"(1,755)"
19 Jul. 2008,20,9.6,/title/tt1204264/,3,Avatar: The Last Airbender,Sozin's Comet,"(2,266)"
19 Jul. 2008,21,9.8,/title/tt1204265/,3,Avatar: The Last Airbender,Sozin's Comet,"(3,765)"
10 Jan. 1999,1,8.6,/title/tt0705282/,1,The Sopranos,Pilot,"(4,107)"
17 Jan. 1999,2,8.6,/title/tt0705223/,1,The Sopranos,46 Long,"(3,230)"
24 Jan. 1999,3,8.8,/title/tt0705239/,1,The Sopranos,"Denial, Anger, Acceptance","(3,127)"
31 Jan. 1999,4,8.8,/title/tt0705263/,1,The Sopranos,Meadowlands,"(2,979)"
7 Feb. 1999,5,8.9,/title/tt0705236/,1,The Sopranos,College,"(3,371)"
14 Feb. 1999,6,8.7,/title/tt0705270/,1,The Sopranos,Pax Soprana,"(2,771)"
21 Feb. 1999,7,8.6,/title/tt0705241/,1,The Sopranos,Down Neck,"(2,680)"
28 Feb. 1999,8,8.8,/title/tt0705280/,1,The Sopranos,The Legend of Tennessee Moltisanti,"(2,719)"
7 Mar. 1999,9,8.7,/title/tt0705231/,1,The Sopranos,Boca,"(2,670)"
14 Mar. 1999,10,8.3,/title/tt0705224/,1,The Sopranos,A Hit Is a Hit,"(2,628)"
21 Mar. 1999,11,8.8,/title/tt0705269/,1,The Sopranos,Nobody Knows Anything,"(2,602)"
28 Mar. 1999,12,9.1,/title/tt0705256/,1,The Sopranos,Isabella,"(2,846)"
4 Apr. 1999,13,9.1,/title/tt0705253/,1,The Sopranos,I Dream of Jeannie Cusamano,"(2,820)"
16 Jan. 2000,1,8.5,/title/tt0705250/,2,The Sopranos,Guy Walks Into a Psychiatrist's Office,"(2,461)"
